area,bedrooms,location,price
35,3,"Quận 3, Hồ Chí Minh",8.99
40,0,"Quận 3, Hồ Chí Minh",8.99
48,3,"Quận 3, Hồ Chí Minh",8.7
64,5,"Quận 3, Hồ Chí Minh",19.5
102,0,"Quận 3, Hồ Chí Minh",19.5
56,4,"Quận 3, Hồ Chí Minh",15
75.89,0,"Quận 3, Hồ Chí Minh",19
72,0,"Quận 3, Hồ Chí Minh",32.5
71,3,"Quận 3, Hồ Chí Minh",11
60,0,"Quận 3, Hồ Chí Minh",19.5
21,3,"Quận 3, Hồ Chí Minh",4.75
28,2,"Quận 4, Hồ Chí Minh",3.5
70,0,"Quận 8, Hồ Chí Minh",19.6
80,0,"Quận 3, Hồ Chí Minh",24
50.85,3,"Quận 3, Hồ Chí Minh",9.5
34,4,"Quận 3, Hồ Chí Minh",7.85
61.6,0,"Quận 3, Hồ Chí Minh",12.5
106,6,"Quận 3, Hồ Chí Minh",22.8
63,4,"Quận 3, Hồ Chí Minh",12.5
44,5,"Quận 3, Hồ Chí Minh",11.5
26,3,"Quận 3, Hồ Chí Minh",8.5
30,3,"Quận 3, Hồ Chí Minh",8.5
341,4,"Quận 3, Hồ Chí Minh",330
341,6,"Quận 3, Hồ Chí Minh",330
71,2,"Quận 3, Hồ Chí Minh",14
35,5,"Quận 3, Hồ Chí Minh",8.9
33,3,"Quận 3, Hồ Chí Minh",8.3
24,3,"Quận 3, Hồ Chí Minh",7.5
38,2,"Quận 3, Hồ Chí Minh",8.5
53,4,"Quận 3, Hồ Chí Minh",3.45
68,6,"Quận 3, Hồ Chí Minh",35
75.6,4,"Quận 3, Hồ Chí Minh",3.99
280,0,"Quận 3, Hồ Chí Minh",86
300,0,"Quận 3, Hồ Chí Minh",100
24,3,"Quận 3, Hồ Chí Minh",6.8
108,5,"Quận 3, Hồ Chí Minh",25
27,5,"Quận 3, Hồ Chí Minh",8.9
344,4,"Quận 3, Hồ Chí Minh",168
68,4,"Quận 3, Hồ Chí Minh",12.99
219,29,"Quận 3, Hồ Chí Minh",145
54,4,"Quận 3, Hồ Chí Minh",2.39
130,3,"Quận 3, Hồ Chí Minh",9.5
76,3,"Quận 3, Hồ Chí Minh",12.75
220,3,"Quận 3, Hồ Chí Minh",78
60,5,"Quận 3, Hồ Chí Minh",16.5
90,5,"Quận 3, Hồ Chí Minh",0.16
92,6,"Quận 3, Hồ Chí Minh",29.5
33,3,"Quận 3, Hồ Chí Minh",8.9
1432,0,"Quận 3, Hồ Chí Minh",350
33,0,"Quận 3, Hồ Chí Minh",8.9
67.5,4,"Quận 3, Hồ Chí Minh",5.72
150,0,"Quận 3, Hồ Chí Minh",55
82,4,"Quận 3, Hồ Chí Minh",10.6
80,4,"Quận 3, Hồ Chí Minh",30
52,3,"Quận 3, Hồ Chí Minh",7.8
63.7,4,"Quận 3, Hồ Chí Minh",5.8
61.1,3,"Quận 3, Hồ Chí Minh",3.8
55,3,"Quận 3, Hồ Chí Minh",3.2
252,0,"Quận 3, Hồ Chí Minh",140
155,0,"Quận 3, Hồ Chí Minh",36
43,4,"Quận 3, Hồ Chí Minh",7.3
50,4,"Quận 3, Hồ Chí Minh",14.5
60,5,"Quận 3, Hồ Chí Minh",3.85
160,0,"Quận 3, Hồ Chí Minh",79
380,11,"Quận 3, Hồ Chí Minh",27
3276,1,"Quận 3, Hồ Chí Minh",1350
506,0,"Quận 3, Hồ Chí Minh",340
780,0,"Quận 3, Hồ Chí Minh",130
156.8,0,"Quận 3, Hồ Chí Minh",50
58,2,"Quận 3, Hồ Chí Minh",6.45
62,6,"Quận 3, Hồ Chí Minh",27
156,0,"Quận 3, Hồ Chí Minh",26
373,0,"Quận 3, Hồ Chí Minh",125
61,4,"Quận 3, Hồ Chí Minh",4.7
270,0,"Quận 3, Hồ Chí Minh",85
166.3,0,"Quận 3, Hồ Chí Minh",125
65,3,"Quận 3, Hồ Chí Minh",3
242,0,"Quận 3, Hồ Chí Minh",75
43,2,"Quận 3, Hồ Chí Minh",3.5
164,1,"Quận 3, Hồ Chí Minh",98.4
66,3,"Quận 6, Hồ Chí Minh",5.58
24,2,"Quận Tân Phú, Hồ Chí Minh",3.65
50,6,"Quận Bình Tân, Hồ Chí Minh",9.3
36,2,"Quận 6, Hồ Chí Minh",4.2
55,4,"Quận Bình Tân, Hồ Chí Minh",5.8
95,3,"Quận Bình Tân, Hồ Chí Minh",17
100,6,"Quận Bình Tân, Hồ Chí Minh",10.5
54,5,"Quận Bình Tân, Hồ Chí Minh",7.3
40,2,"Quận Bình Tân, Hồ Chí Minh",3.98
120,6,"Quận Bình Tân, Hồ Chí Minh",11
48,3,"Quận Bình Tân, Hồ Chí Minh",5.25
98,5,"Quận Bình Tân, Hồ Chí Minh",18
145,5,"Quận Bình Tân, Hồ Chí Minh",19
60,1,"Quận Bình Tân, Hồ Chí Minh",3.15
57,2,"Quận Bình Tân, Hồ Chí Minh",3.3
68,2,"Quận Bình Tân, Hồ Chí Minh",4.2
40,2,"Quận Bình Tân, Hồ Chí Minh",3.2
64,4,"Quận Bình Tân, Hồ Chí Minh",7.19
33.3,2,"Quận Bình Tân, Hồ Chí Minh",3.85
168.1,5,"Quận Bình Tân, Hồ Chí Minh",14
64,4,"Quận Bình Tân, Hồ Chí Minh",6.75
48,3,"Quận Bình Tân, Hồ Chí Minh",3.18
416,14,"Quận Bình Tân, Hồ Chí Minh",23.5
44,3,"Quận Bình Tân, Hồ Chí Minh",5.05
62,5,"Quận Bình Tân, Hồ Chí Minh",7.1
50,2,"Quận Bình Tân, Hồ Chí Minh",5.47
56,4,"Quận Bình Tân, Hồ Chí Minh",5.25
60,4,"Quận Bình Tân, Hồ Chí Minh",6.65
68,5,"Quận Bình Tân, Hồ Chí Minh",6.99
48,4,"Quận Bình Tân, Hồ Chí Minh",6.6
58,4,"Quận Bình Tân, Hồ Chí Minh",6.55
68,5,"Quận Bình Tân, Hồ Chí Minh",7.9
52,4,"Quận Bình Tân, Hồ Chí Minh",5.85
72,6,"Quận Bình Tân, Hồ Chí Minh",13.2
88,6,"Quận Bình Tân, Hồ Chí Minh",9.5
64,5,"Quận Bình Tân, Hồ Chí Minh",6.8
64,5,"Quận Tân Phú, Hồ Chí Minh",6.8
56,5,"Quận Bình Tân, Hồ Chí Minh",7.8
24,3,"Quận Bình Tân, Hồ Chí Minh",3.65
52,4,"Quận Bình Tân, Hồ Chí Minh",6.4
67.7,2,"Quận Bình Tân, Hồ Chí Minh",5.5
64,4,"Quận Bình Tân, Hồ Chí Minh",6.9
102,3,"Quận Bình Tân, Hồ Chí Minh",11.5
121,5,"Quận Bình Tân, Hồ Chí Minh",5.95
64,4,"Quận Bình Tân, Hồ Chí Minh",10.25
99,7,"Quận Bình Tân, Hồ Chí Minh",10.6
113,3,"Quận Bình Tân, Hồ Chí Minh",11.1
112,3,"Quận Bình Tân, Hồ Chí Minh",9.5
211,18,"Quận Bình Tân, Hồ Chí Minh",10.5
151,12,"Quận Bình Tân, Hồ Chí Minh",8.5
88,13,"Quận Bình Tân, Hồ Chí Minh",7.1
126,20,"Quận Bình Tân, Hồ Chí Minh",9
64,5,"Quận Bình Tân, Hồ Chí Minh",3.8
462,12,"Quận Bình Tân, Hồ Chí Minh",54.5
74,3,"Quận Bình Tân, Hồ Chí Minh",6.2
61,5,"Quận Bình Tân, Hồ Chí Minh",7
64,3,"Quận Bình Tân, Hồ Chí Minh",5
64,5,"Quận Bình Tân, Hồ Chí Minh",7
68,4,"Quận Bình Tân, Hồ Chí Minh",6.85
81,3,"Quận 9, Hồ Chí Minh",3.8
150,4,"Quận 9, Hồ Chí Minh",22
149.5,3,"Quận 9, Hồ Chí Minh",20
80,6,"Quận 9, Hồ Chí Minh",7.3
200,19,"Quận 9, Hồ Chí Minh",20
51,3,"Quận 9, Hồ Chí Minh",5.1
165,8,"Quận 9, Hồ Chí Minh",6.5
3200,0,"Quận 9, Hồ Chí Minh",250
248,0,"Quận 9, Hồ Chí Minh",58
439,6,"Quận 9, Hồ Chí Minh",36
1200,5,"Quận 9, Hồ Chí Minh",203
243,3,"Quận 9, Hồ Chí Minh",47.5
657,4,"Quận 9, Hồ Chí Minh",49
427,5,"Quận 9, Hồ Chí Minh",42
650,0,"Quận 9, Hồ Chí Minh",42
1375,20,"Quận 9, Hồ Chí Minh",130
124,4,"Quận 9, Hồ Chí Minh",30
3470,80,"Quận 9, Hồ Chí Minh",83
51,3,"Quận 9, Hồ Chí Minh",5.2
126,2,"Quận 9, Hồ Chí Minh",8.2
142,4,"Quận 9, Hồ Chí Minh",12
130,2,"Quận 9, Hồ Chí Minh",6.9
225.3,0,"Quận 9, Hồ Chí Minh",28
225,0,"Quận 9, Hồ Chí Minh",28
371,4,"Quận 9, Hồ Chí Minh",18.99
170,4,"Quận 9, Hồ Chí Minh",14.99
150,4,"Quận 9, Hồ Chí Minh",14.8
627,6,"Quận 9, Hồ Chí Minh",38
110,2,"Quận 9, Hồ Chí Minh",5.9
400,9,"Quận 9, Hồ Chí Minh",14.8
110,4,"Quận 9, Hồ Chí Minh",6.5
65,2,"Quận 9, Hồ Chí Minh",4.3
68.3,4,"Quận 9, Hồ Chí Minh",6.5
56,4,"Quận 9, Hồ Chí Minh",5.8
64,2,"Quận 9, Hồ Chí Minh",4.5
81,4,"Quận 9, Hồ Chí Minh",8.2
80,5,"Quận 9, Hồ Chí Minh",7.35
76.4,3,"Quận 9, Hồ Chí Minh",5.9
77,3,"Quận 9, Hồ Chí Minh",5.9
56.4,2,"Quận 9, Hồ Chí Minh",3.5
89.3,3,"Quận 9, Hồ Chí Minh",6.05
90,3,"Quận 9, Hồ Chí Minh",6.05
46.4,2,"Quận 9, Hồ Chí Minh",2.95
865,9,"Quận 9, Hồ Chí Minh",35.5
80.6,3,"Quận 9, Hồ Chí Minh",6.9
57,2,"Quận 9, Hồ Chí Minh",4.55
54.2,3,"Quận 9, Hồ Chí Minh",5.25
75.6,3,"Quận 9, Hồ Chí Minh",6.8
55.6,2,"Quận 9, Hồ Chí Minh",6.2
132.4,4,"Quận 9, Hồ Chí Minh",7.8
124,3,"Quận 9, Hồ Chí Minh",7.15
85,4,"Quận 9, Hồ Chí Minh",5.3
60,2,"Quận 9, Hồ Chí Minh",4.7
50,2,"Quận 9, Hồ Chí Minh",5.65
116,2,"Quận 9, Hồ Chí Minh",6.6
32,1,"Quận 9, Hồ Chí Minh",2.3
62.5,2,"Quận 9, Hồ Chí Minh",4.8
70,2,"Quận 9, Hồ Chí Minh",5.3
50,2,"Quận 9, Hồ Chí Minh",5.4
51.8,2,"Quận 9, Hồ Chí Minh",4.25
95,4,"Quận 9, Hồ Chí Minh",7.5
262.6,20,"Quận 9, Hồ Chí Minh",18.5
65,4,"Quận 9, Hồ Chí Minh",23
100,4,"Quận 9, Hồ Chí Minh",7.3
164.5,15,"Quận 9, Hồ Chí Minh",11
86,2,"Quận 9, Hồ Chí Minh",4.25
120,1,"Quận 9, Hồ Chí Minh",8.7
54,4,"Quận 9, Hồ Chí Minh",6.5
224,5,"Quận 9, Hồ Chí Minh",22.7
50.1,4,"Quận 9, Hồ Chí Minh",5.1
81,3,"Quận 9, Hồ Chí Minh",5.5
130,3,"Quận 9, Hồ Chí Minh",6.9
60,2,"Quận 9, Hồ Chí Minh",6.4
83.2,3,"Quận 9, Hồ Chí Minh",5.4
117,9,"Quận 9, Hồ Chí Minh",7.99
93.6,5,"Quận 9, Hồ Chí Minh",7.1
96,3,"Quận 9, Hồ Chí Minh",5.2
115,2,"Quận 9, Hồ Chí Minh",6.2
62,4,"Quận 9, Hồ Chí Minh",5.3
52,4,"Quận 9, Hồ Chí Minh",5.68
56,4,"Quận 9, Hồ Chí Minh",7.35
136,4,"Quận 9, Hồ Chí Minh",7.79
73.7,2,"Quận 9, Hồ Chí Minh",4.4
89.1,4,"Quận 9, Hồ Chí Minh",8
139,2,"Quận 9, Hồ Chí Minh",7.2
220,7,"Quận 9, Hồ Chí Minh",15.5
66.6,1,"Quận 9, Hồ Chí Minh",3.5
96.8,3,"Quận 9, Hồ Chí Minh",5.3
60,2,"Quận 9, Hồ Chí Minh",3.95
250,5,"Quận 9, Hồ Chí Minh",44
322,5,"Quận 9, Hồ Chí Minh",40.5
99.3,1,"Quận 9, Hồ Chí Minh",7.7
110.8,4,"Quận 9, Hồ Chí Minh",10
52,1,"Quận 9, Hồ Chí Minh",2.69
78,1,"Quận 9, Hồ Chí Minh",9.25
154,4,"Quận 9, Hồ Chí Minh",12
53.8,3,"Quận 9, Hồ Chí Minh",4.6
86.2,4,"Quận 9, Hồ Chí Minh",8.8
68,4,"Quận 9, Hồ Chí Minh",3.8
75,3,"Quận 9, Hồ Chí Minh",6.1
92,3,"Quận 9, Hồ Chí Minh",7.5
66,4,"Quận 9, Hồ Chí Minh",5.6
52,3,"Quận 9, Hồ Chí Minh",4.85
66.1,3,"Quận 9, Hồ Chí Minh",4.05
140,0,"Quận 9, Hồ Chí Minh",55
50.1,3,"Quận 9, Hồ Chí Minh",4.1
100,4,"Quận 9, Hồ Chí Minh",12.9
80,4,"Quận 9, Hồ Chí Minh",13.5
85.8,4,"Quận 9, Hồ Chí Minh",8
88.2,2,"Quận 9, Hồ Chí Minh",8.5
57,3,"Quận 9, Hồ Chí Minh",2.45
50,4,"Quận 9, Hồ Chí Minh",1.98
105,4,"Quận 9, Hồ Chí Minh",13.75
60,4,"Quận 9, Hồ Chí Minh",4.5
57.6,4,"Quận 9, Hồ Chí Minh",4.59
90,4,"Quận 9, Hồ Chí Minh",3.59
154,0,"Quận 9, Hồ Chí Minh",6.5
38,2,"Quận 9, Hồ Chí Minh",2.3
78,4,"Quận 9, Hồ Chí Minh",6.44
55,5,"Quận 9, Hồ Chí Minh",5.78
121,4,"Quận 9, Hồ Chí Minh",4.4
300,0,"Quận 9, Hồ Chí Minh",34
147,5,"Quận 9, Hồ Chí Minh",13.5
144,4,"Quận 9, Hồ Chí Minh",16
750,0,"Quận 9, Hồ Chí Minh",79
108,0,"Quận 9, Hồ Chí Minh",19
136,2,"Quận 9, Hồ Chí Minh",20.7
210,5,"Quận 9, Hồ Chí Minh",47.5
100,4,"Quận 9, Hồ Chí Minh",23
85,3,"Quận 9, Hồ Chí Minh",2.5
240,0,"Quận 9, Hồ Chí Minh",23
341,5,"Quận 9, Hồ Chí Minh",59.9
80,3,"Quận 9, Hồ Chí Minh",12.5
61,4,"Quận 9, Hồ Chí Minh",5.5
120,4,"Quận 9, Hồ Chí Minh",6.7
72,3,"Quận 9, Hồ Chí Minh",4.3
126,5,"Quận 9, Hồ Chí Minh",24
60,4,"Quận 9, Hồ Chí Minh",6.2
100,4,"Quận 9, Hồ Chí Minh",8.2
135,0,"Quận 9, Hồ Chí Minh",8.9
89,3,"Quận 9, Hồ Chí Minh",10.95
100,4,"Quận 9, Hồ Chí Minh",7.5
120,3,"Quận 9, Hồ Chí Minh",7
168,4,"Quận 9, Hồ Chí Minh",17.5
80,4,"Quận 9, Hồ Chí Minh",9.7
87,3,"Quận 9, Hồ Chí Minh",2.365
75,3,"Quận 9, Hồ Chí Minh",9.5
357,4,"Quận 9, Hồ Chí Minh",35
64,4,"Quận 9, Hồ Chí Minh",6.2
45,2,"Quận 9, Hồ Chí Minh",3.65
61,2,"Quận 9, Hồ Chí Minh",4
192,3,"Quận 9, Hồ Chí Minh",23
54,4,"Quận 9, Hồ Chí Minh",7
50,2,"Quận 9, Hồ Chí Minh",3.7
93,3,"Quận 9, Hồ Chí Minh",10.5
58,6,"Quận 9, Hồ Chí Minh",15.5
111,3,"Quận 9, Hồ Chí Minh",6.6
50,2,"Quận 9, Hồ Chí Minh",5.85
205,5,"Quận 9, Hồ Chí Minh",45.9
52,2,"Quận 9, Hồ Chí Minh",4.25
175,4,"Quận 9, Hồ Chí Minh",23.9
56,3,"Quận Gò Vấp, Hồ Chí Minh",7.5
176,4,"Quận 9, Hồ Chí Minh",30
84,5,"Quận 9, Hồ Chí Minh",8.5
117,1,"Quận 9, Hồ Chí Minh",6
292,4,"Quận 9, Hồ Chí Minh",25
90,4,"Quận 9, Hồ Chí Minh",12
80,5,"Quận 9, Hồ Chí Minh",8.5
504.8,43,"Quận 9, Hồ Chí Minh",32
504,43,"Quận 9, Hồ Chí Minh",32
88,4,"Quận 9, Hồ Chí Minh",7.1
56,4,"Quận 9, Hồ Chí Minh",3.99
80,4,"Quận 9, Hồ Chí Minh",8
80,5,"Quận 9, Hồ Chí Minh",5.9
89,4,"Quận 9, Hồ Chí Minh",6.3
88,4,"Quận 9, Hồ Chí Minh",7.2
58,3,"Quận 9, Hồ Chí Minh",5.09
88,4,"Quận 9, Hồ Chí Minh",6.5
100,0,"Quận 9, Hồ Chí Minh",7
112,5,"Quận 9, Hồ Chí Minh",14.9
175,3,"Quận 9, Hồ Chí Minh",25.5
100,5,"Quận 9, Hồ Chí Minh",10.89
68,3,"Quận 9, Hồ Chí Minh",6.8
102,2,"Quận 9, Hồ Chí Minh",5.39
168,4,"Quận 9, Hồ Chí Minh",16
160,4,"Quận 9, Hồ Chí Minh",19.5
80,3,"Quận 9, Hồ Chí Minh",9.5
73,2,"Quận 9, Hồ Chí Minh",3.69
865,9,"Quận 9, Hồ Chí Minh",36
120,0,"Quận 9, Hồ Chí Minh",11
75,3,"Quận 9, Hồ Chí Minh",10
59,3,"Quận 9, Hồ Chí Minh",5.19
132,4,"Quận 9, Hồ Chí Minh",20
400,40,"Quận 9, Hồ Chí Minh",26
94,6,"Quận 9, Hồ Chí Minh",5.7
45,1,"Quận 9, Hồ Chí Minh",3.19
51,4,"Quận 9, Hồ Chí Minh",6.19
85,3,"Quận 9, Hồ Chí Minh",5.79
85.8,4,"Quận 9, Hồ Chí Minh",8.1
85,4,"Quận 9, Hồ Chí Minh",8.1
57,3,"Quận 9, Hồ Chí Minh",6.09
150,4,"Quận 9, Hồ Chí Minh",14.5
192,6,"Quận 9, Hồ Chí Minh",13.6
75,4,"Quận 9, Hồ Chí Minh",15
123.4,3,"Quận 9, Hồ Chí Minh",8.5
80,4,"Quận 9, Hồ Chí Minh",8.1
84,0,"Quận 9, Hồ Chí Minh",14.4
75,3,"Quận 9, Hồ Chí Minh",6.09
102,4,"Quận 9, Hồ Chí Minh",8
56,2,"Quận 9, Hồ Chí Minh",6.3
85,4,"Quận 9, Hồ Chí Minh",7.5
98,8,"Quận 9, Hồ Chí Minh",7
162.5,0,"Quận 9, Hồ Chí Minh",21.5
175,4,"Quận 9, Hồ Chí Minh",25.5
51,2,"Quận 9, Hồ Chí Minh",5.4
75,4,"Quận 9, Hồ Chí Minh",11.6
58,1,"Quận 9, Hồ Chí Minh",3.6
70,1,"Quận 9, Hồ Chí Minh",5.5
103,2,"Quận 9, Hồ Chí Minh",7.5
144,5,"Quận 9, Hồ Chí Minh",22.5
170,25,"Quận 9, Hồ Chí Minh",14.2
144,0,"Quận 9, Hồ Chí Minh",23
169,3,"Quận 9, Hồ Chí Minh",25
94,4,"Quận 9, Hồ Chí Minh",7.5
75,4,"Quận 9, Hồ Chí Minh",10.5
105,4,"Quận 9, Hồ Chí Minh",7.5
85,0,"Quận 9, Hồ Chí Minh",15
40,3,"Quận 9, Hồ Chí Minh",1.89
90,3,"Quận 9, Hồ Chí Minh",6.35
155,4,"Quận 9, Hồ Chí Minh",21
169,3,"Quận 9, Hồ Chí Minh",22.5
95,4,"Quận 9, Hồ Chí Minh",8.5
90,5,"Quận 9, Hồ Chí Minh",14.8
84,0,"Quận 9, Hồ Chí Minh",15
64,2,"Quận 6, Hồ Chí Minh",13
20,2,"Quận 6, Hồ Chí Minh",2.4
52,4,"Quận 6, Hồ Chí Minh",6.8
34,4,"Quận 6, Hồ Chí Minh",4.95
73,3,"Quận 6, Hồ Chí Minh",5.2
80,3,"Quận 6, Hồ Chí Minh",7.98
31,1,"Quận 6, Hồ Chí Minh",2.5
96,6,"Quận 6, Hồ Chí Minh",21
110,7,"Quận 6, Hồ Chí Minh",20.5
61.6,3,"Quận 6, Hồ Chí Minh",14.5
13.5,2,"Quận 6, Hồ Chí Minh",1.85
178.3,5,"Quận 6, Hồ Chí Minh",12.9
144,4,"Quận 6, Hồ Chí Minh",10.9
53,3,"Quận 6, Hồ Chí Minh",5.9
38,3,"Quận 6, Hồ Chí Minh",5.55
68,5,"Quận 6, Hồ Chí Minh",14
67.6,8,"Quận 6, Hồ Chí Minh",8.9
30,4,"Quận 6, Hồ Chí Minh",5.75
38.6,4,"Quận 6, Hồ Chí Minh",11.1
4,4,"Quận 6, Hồ Chí Minh",19
69,2,"Quận 6, Hồ Chí Minh",6
132,3,"Quận 6, Hồ Chí Minh",15.9
153,3,"Quận 6, Hồ Chí Minh",19
45,4,"Quận 6, Hồ Chí Minh",5.45
38,3,"Quận 6, Hồ Chí Minh",6.8
125,6,"Quận 6, Hồ Chí Minh",16.999
47,4,"Quận 6, Hồ Chí Minh",6.9
32,4,"Quận 6, Hồ Chí Minh",6.1
124,6,"Quận 6, Hồ Chí Minh",25
50,3,"Quận 6, Hồ Chí Minh",5.7
60,3,"Quận 6, Hồ Chí Minh",4.6
80,6,"Quận 6, Hồ Chí Minh",11.5
59,4,"Quận 6, Hồ Chí Minh",7.8
90,5,"Quận 6, Hồ Chí Minh",14.5
48,2,"Quận 6, Hồ Chí Minh",4.8
130,6,"Quận 6, Hồ Chí Minh",21
35,4,"Quận 6, Hồ Chí Minh",4.2
72,4,"Quận 6, Hồ Chí Minh",13.3
52,6,"Quận 6, Hồ Chí Minh",12.9
97,2,"Quận 6, Hồ Chí Minh",14.5
27,2,"Quận 6, Hồ Chí Minh",3.9
35,4,"Quận 6, Hồ Chí Minh",4.5
101.3,7,"Quận 6, Hồ Chí Minh",11
58,1,"Quận 6, Hồ Chí Minh",6.4
42,4,"Quận 6, Hồ Chí Minh",12.2
71,7,"Quận 6, Hồ Chí Minh",7.5
64,2,"Quận 6, Hồ Chí Minh",11.3
57,0,"Quận 6, Hồ Chí Minh",4
90,4,"Quận 6, Hồ Chí Minh",14.5
56,0,"Quận 6, Hồ Chí Minh",10.8
100,1,"Quận 6, Hồ Chí Minh",12.8
80.2,5,"Quận 6, Hồ Chí Minh",12.49
74,0,"Quận 6, Hồ Chí Minh",12
113,3,"Quận 6, Hồ Chí Minh",14.5
34,4,"Quận 6, Hồ Chí Minh",6
65,4,"Quận 6, Hồ Chí Minh",6.4
80,4,"Quận 6, Hồ Chí Minh",6.59
72,4,"Quận 6, Hồ Chí Minh",12.5
30,4,"Quận 6, Hồ Chí Minh",5.65
50,5,"Quận 6, Hồ Chí Minh",7.6
92,4,"Quận 6, Hồ Chí Minh",15.8
43,4,"Quận 6, Hồ Chí Minh",6.1
94,5,"Quận 6, Hồ Chí Minh",9.8
64,4,"Quận 6, Hồ Chí Minh",6.1
64,3,"Quận 6, Hồ Chí Minh",8.5
64,4,"Quận 6, Hồ Chí Minh",7.5
57,3,"Quận 6, Hồ Chí Minh",3.745
40,3,"Quận 6, Hồ Chí Minh",6.1
115,12,"Quận 6, Hồ Chí Minh",14.5
115,0,"Quận 6, Hồ Chí Minh",14.5
90,3,"Quận 6, Hồ Chí Minh",12
38,3,"Quận 6, Hồ Chí Minh",12
48,4,"Quận 6, Hồ Chí Minh",8.6
25,2,"Quận 6, Hồ Chí Minh",2.95
49.5,3,"Quận 6, Hồ Chí Minh",5.89
64,3,"Quận 6, Hồ Chí Minh",8.2
38,3,"Quận 6, Hồ Chí Minh",6.1
21,3,"Quận 6, Hồ Chí Minh",14
60,3,"Quận 6, Hồ Chí Minh",5.88
132,4,"Quận 6, Hồ Chí Minh",11.5
169,4,"Quận 6, Hồ Chí Minh",11.5
41,3,"Quận 6, Hồ Chí Minh",5.9
143,6,"Quận 6, Hồ Chí Minh",14.5
72,0,"Quận 6, Hồ Chí Minh",7.9
58,5,"Quận 6, Hồ Chí Minh",6.9
37,4,"Quận 6, Hồ Chí Minh",5.3
48,1,"Quận 6, Hồ Chí Minh",6.1
34,3,"Quận 6, Hồ Chí Minh",6.15
80,2,"Quận 6, Hồ Chí Minh",3.5
86,0,"Quận 6, Hồ Chí Minh",16.75
75,0,"Quận 6, Hồ Chí Minh",5.1
43,2,"Quận 6, Hồ Chí Minh",1.48
128,10,"Quận 8, Hồ Chí Minh",27
128,10,"Quận 6, Hồ Chí Minh",27
40,5,"Quận 6, Hồ Chí Minh",8.2
40,3,"Quận 6, Hồ Chí Minh",7.3
75.7,3,"Quận 6, Hồ Chí Minh",3.39
86,4,"Quận 6, Hồ Chí Minh",9.4
40,3,"Quận 6, Hồ Chí Minh",5.29
54,3,"Quận 6, Hồ Chí Minh",5.29
64,5,"Quận 6, Hồ Chí Minh",10
82,4,"Quận 6, Hồ Chí Minh",9.4
35,5,"Quận 6, Hồ Chí Minh",5
56,4,"Quận 6, Hồ Chí Minh",2.89
47,4,"Quận 6, Hồ Chí Minh",5.65
60,4,"Quận 6, Hồ Chí Minh",6.75
80,7,"Quận 6, Hồ Chí Minh",11.5
36,5,"Quận 6, Hồ Chí Minh",5
154,6,"Quận 6, Hồ Chí Minh",12
143,5,"Quận 6, Hồ Chí Minh",5.6
3500,14,"Quận 6, Hồ Chí Minh",300
3500,3,"Quận 6, Hồ Chí Minh",300
70,5,"Quận 6, Hồ Chí Minh",9.35
29,3,"Quận 6, Hồ Chí Minh",5.2
180,26,"Quận 6, Hồ Chí Minh",61
64,4,"Quận 6, Hồ Chí Minh",8.6
46,2,"Quận 6, Hồ Chí Minh",4.3
42,4,"Quận 6, Hồ Chí Minh",6.7
24,3,"Quận 6, Hồ Chí Minh",2.4
66,8,"Quận 6, Hồ Chí Minh",8.9
25.9,2,"Quận 6, Hồ Chí Minh",3.85
51.8,2,"Quận 6, Hồ Chí Minh",3.85
34,0,"Quận 6, Hồ Chí Minh",2.2
26,2,"Quận 6, Hồ Chí Minh",3.51
106,12,"Quận Bình Thạnh, Hồ Chí Minh",40
121,0,"Quận 6, Hồ Chí Minh",17.2
40,5,"Quận 6, Hồ Chí Minh",8.6
184,0,"Quận 6, Hồ Chí Minh",20.5
60,5,"Quận 6, Hồ Chí Minh",8.7
44,4,"Quận 6, Hồ Chí Minh",8.9
83,4,"Quận 6, Hồ Chí Minh",17
50,4,"Quận 6, Hồ Chí Minh",7.55
80,5,"Quận 6, Hồ Chí Minh",11.9
96,2,"Quận 6, Hồ Chí Minh",11
66,3,"Quận 6, Hồ Chí Minh",8.2
58,6,"Quận Tân Bình, Hồ Chí Minh",12.5
10,3,"Quận 6, Hồ Chí Minh",1.73
38,3,"Quận 6, Hồ Chí Minh",5.9
170,4,"Quận 6, Hồ Chí Minh",11.5
305,8,"Quận 6, Hồ Chí Minh",36
57,2,"Quận 6, Hồ Chí Minh",6.7
38,2,"Quận 6, Hồ Chí Minh",4.78
86,6,"Quận 4, Hồ Chí Minh",16.75
60,3,"Quận 6, Hồ Chí Minh",9.2
184,6,"Quận 6, Hồ Chí Minh",25
20,2,"Quận 8, Hồ Chí Minh",2.78
46,0,"Quận 6, Hồ Chí Minh",5.5
64,5,"Quận 6, Hồ Chí Minh",7.1
28.1,2,"Quận 6, Hồ Chí Minh",2.5
39,4,"Quận 6, Hồ Chí Minh",8.9
38.9,4,"Quận 6, Hồ Chí Minh",8.9
38,2,"Quận 6, Hồ Chí Minh",4.8
66,4,"Quận 6, Hồ Chí Minh",6.4
25,2,"Quận 6, Hồ Chí Minh",2.6
103,0,"Quận 6, Hồ Chí Minh",10.3
56,0,"Quận 6, Hồ Chí Minh",15
132.2,3,"Quận 6, Hồ Chí Minh",15.8
80,3,"Quận 6, Hồ Chí Minh",12.7
88,4,"Quận 6, Hồ Chí Minh",14
17,1,"Quận 6, Hồ Chí Minh",2.75
